@relation sortaGarbia-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute Topic {twitter,google,apple,microsoft}
@attribute Sentiment {negative,positive,neutral,irrelevant}
@attribute TweetText string

@data
microsoft,neutral,'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky'
microsoft,irrelevant,'Hallelujah RT Voor links van Martin Microsoft zijn QR codes dan weer wel handigin een publiek zoals dit althans AUGNL'
twitter,irrelevant,'bienvenido TWITTER jejejeeje buena'
microsoft,irrelevant,'Microsoft ha migliorato la ricerca per la barra davvio di Windows Windows abbatter windows microsoft'
microsoft,irrelevant,'OmniTouch ekran dotykowy na doni od Microsoft Czytaj wicej'
apple,neutral,'is a POOR substitute for Siri Yo gimmie Siri'
google,neutral,'google icecream galaxy nexus'
twitter,neutral,'I love my twitter name'
twitter,neutral,'Good night Twitter Off'
microsoft,irrelevant,'RT ganamos Socios Hoster del año en Enlance Ganando Juntos Microsoft Felicitaciones'
twitter,neutral,'Goodnight Twitter'
microsoft,neutral,'Night at the Roxbury with Gates and Ballmer funny video gates ballmer microsoft'
google,irrelevant,'Digital Google en Twitter komen niet tot een overeenkomst voor realtimezoekdiensten de google en'
apple,neutral,'Its a good thing has not came out with an iCar because I would be in line for one and im sure it would be expensive'
google,irrelevant,'RT Parabéns Google Vocs humilharam o iOS Android'
microsoft,irrelevant,'Kat in het nauw Microsoft WindowsPhone flink afgeven op je concurrent Android'
microsoft,neutral,'RT Search Governance in SharePoint microsoft'
google,irrelevant,'RT IceCreamSandwich presenta AndroidBeam una herramienta para transferir archivos con solo juntar teléfonos Android G'
twitter,neutral,'Yooooo Mena Malia lOl I love your Twitter name'
google,irrelevant,'PUTZ que bela MERDA Google Android fail'
microsoft,positive,'Is Google Down via Good for Bing Microsoft s investments paying off'
google,positive,'Google Earth Helps Locate Salmonella Hotspots google'
microsoft,neutral,'Esse prof acha que ninguém sabe mexer no microsoft word'
google,positive,'Probably the best IceCreamSandwich yet Samsung and Googles event live blog by Why havent I switched to Android again'
google,neutral,'Yeni Galaxy Nexus google galaxynexus'
microsoft,irrelevant,'Microsoft Werk CitrixMicrosoft Specialist NBDen Bosch Zoek je een technisch uitdagende high profile groeipo'
google,irrelevant,'Ik lees steeds meer enthousiasme voor google en aantal gebruikers groeit spectaculair Ik merk daar niets van'
apple,neutral,'A must read article on about and technology war in'
apple,positive,'being honored tonite A truly great loss to the worldHe will so be missed'
apple,neutral,'Can someone explain to me how the hell iMessage differs from a text message'
microsoft,neutral,'Kickoff tomorrow at San Diego Microsoft Store at pm ping me wquestions in'
google,irrelevant,'RT Nouvelle gestion des onglets sur le navigateur google nexusprime'
twitter,neutral,'Thanks my new Twitter connections Chk Em Out'
microsoft,irrelevant,'Free Software Foundation FSF startet eine Kampagne gegen die Funktion Windows SecureBoot UEFI Microsoft'
apple,negative,'OMG WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS'
microsoft,neutral,'RT Patent Wars Google vs Samsung vs Apple vs Motorola vs Microsoft vs Oracle'
microsoft,neutral,'The Scribble SharePoint Blog SharePoint Workflows Maybe Microsoft can buy Nintex Microsoft SharePoint SP Workflow Nintex'
microsoft,negative,'I sware to go windows and microsoft will be the death of meI dont know why I keep giving windows cont'
twitter,neutral,'Took your Twitter virginity bitch'
microsoft,neutral,'Steve Bullmer says its hard for him to get excited about android phoneseven though Microsoft makes loads of money off of their sales'
apple,positive,'lt ios'
google,neutral,'RT Samsung Google Unveil Latest Android OS Phone PCWorld Android Samsung Apple Google tech'
microsoft,neutral,'Jet Car Stunts Xbox Live game for Windows Phone released wp xbox microsoft'
apple,irrelevant,'Love how tell u theyre not allowed to sell the s for more than but yet want more for the G'
microsoft,neutral,'Join us Wednesday Nov for a webinar featuring Microsoft Lync deployments with snom UC Register today at VAR'
apple,irrelevant,'Casi años usando PC de ellos casi Mac y tengo q decir que el Macbook Air de es de largo lo mejor No imagino como mejorarlo'
google,neutral,'sorry to butt in but there is one I cant remember what its called though Google'
apple,neutral,'I promise this iPhone been at battery for the last hours I see you'
google,neutral,'What could a bookcase look like in yearsmaybe this google books'
twitter,neutral,'when did you change your nick again I no longer see any of your tweets on my timeline Anything wrong with twitter'
apple,negative,'Siri went down for a little while last night Come on Get your shit together on this launch'
apple,positive,'Well at least the store has amazing call waiting music needs'
twitter,neutral,'Twitter MsN Orkut Facebook o Principal Musicaa Haah'
apple,negative,'See that whats happen when you release iPhone S with same crappy design as the old phone'
microsoft,positive,'Not a Microsoft fan but this is cool Video Turn any surface into a touchscreen'
microsoft,neutral,'RT OpenText Alchemy Client programs are now compatible with Microsoft Office'
twitter,neutral,'I want to be a Twitter Cypher'
apple,negative,'no worries bud ps theyre saying that the s is having a lot of network issues right now Im for mac problems'
twitter,neutral,'OkUPrettyBut you never talk shit on Twitter'
microsoft,neutral,'Microsoft CEO Steve Ballmer Looks Ahead at Social Mobile Plans Adweek tech apple microsoft'
google,irrelevant,'Andy Rubin de Google develó oficialmente el Samsung GalaxyNexus er smartphone con Android Ice Cream Sandwich'
google,irrelevant,'Android Beam NFS very strong feature amazing Google Nexus'
apple,neutral,'IHS iPhone S shows key design and component changes apple iphomeS ios'
twitter,irrelevant,'jaja ya vez una qe es ineligene y estudia en Twitter jajaj ntc'
google,neutral,'Galaxy Nexus Vs iPhone S Which smartphone wins via galaxynexus iphones google apple ics'
microsoft,irrelevant,'OmniTouch me ha encantado mobile tactil microsoft'
twitter,irrelevant,'Hola Jorge todo bien Me alegro que le estes metiendo onda a Twitter Mañana te cuento Me jodi el tobillo Abrazo'
apple,neutral,'Yeah theres no twitter account'
microsoft,neutral,'RT Quality education is vital Attend Microsoft DesireLearn session at EDUCAUSE EDU'
microsoft,neutral,'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky'
apple,neutral,'should make Siri avalible for all devices not exclusive to the iPhone S'
google,neutral,'My next phone samsung galaxy nexus Ice cream sandwich android google'
twitter,neutral,'How to Keep Up With Over Twitter Followers for those of you with this many tweeps rock on im not there YET'
apple,neutral,'says daily twitter signups have TRIPLED since the new iphoneS came out'
google,neutral,'Many new features for Android NexusPrime Google'
apple,negative,'After a week or so with s iOS Im considering going back to jailbroken same features as plus more Not as stable though'
google,irrelevant,'Google New EffortlesstoUse Texas Holdem Strategy Kit Has the Tools You Require To Turn into a wikileaks'
google,neutral,'RT Google announces dates for IO'
microsoft,neutral,'Ballmer On Not Buying Yahoo Sometimes YoureLucky via Microsoft'
microsoft,neutral,'can join Small Business Specialist Community SBCS Microsoft MPN'
microsoft,negative,'Nokia employees still worried that Elop is a Microsoft mole microsoft windows'
microsoft,irrelevant,'Microsoft lanza sitio oficial de Skype'
twitter,neutral,'twitter be making my ass stay up later than planed'
google,neutral,'RT How Google Ventures Chooses Which Startups Get Its Million'
microsoft,irrelevant,'En el Curso BMT en microsoft mexico Para trabajar el modelo de negocios de en la Nube'
google,positive,'Well the event is now over time to change my pants Google Android Samsung Jizz'
twitter,neutral,'twitter off good night for everybody'
microsoft,neutral,'Any surface touch Microsoft Technology'
twitter,irrelevant,'BOANOITE TWITTER SAINDO CHUPAFLAMENGO'
apple,neutral,'Upgrading my iPad to iOS When said it could take a couple of hours to install and restore it they werent kidding'
apple,neutral,'As tribute to Steve id consider renaming Siri to Steve hell get your Jobs done Forever remembered for his legacy'
microsoft,neutral,'Microsoft Cloud Steve Ballmer At Web Microsoft CEO Disses Android iPhone According to GeekWire Ba TCN'
twitter,irrelevant,'Mee ustan sus besiitos x twitter aw es una princesiita'
microsoft,neutral,'Microsoft Dynamics GP soon to offer bit HyperV images only'
google,irrelevant,'Usagi Yojimbo RPG Core Rules pdf ebook google'
google,neutral,'The new google phone Yoooo'
microsoft,negative,'Reader Tronman compares SteveBallmer to an albatross around Microsofts neck Do you agree Join the discussion'
apple,irrelevant,'O poder de pensardiferente a mágica de SteveJobs foi transformar egomania e obsesso em trunfos'
twitter,irrelevant,'el twitter se vuelve Bisiiioo'
apple,negative,'AirDrop fail Immediate declined your request every time'
twitter,irrelevant,'RT Hola bienvenia a twitter'
microsoft,positive,'Jus updated my computer to Windows Im on thanks to microsoft'
twitter,irrelevant,'Graacias D RT buena pic de perfil de twitter'
twitter,neutral,'on oovoo with dumb ass excuseme twitter'
apple,neutral,'wished their on hold music played Pictures of You'
twitter,irrelevant,'jajajajajaja mejor dilo x la radio pues jaja si lo publicas en twitter me coso el ojo noma Jajaja'
twitter,neutral,'Retail friends follow on Twitter A GREAT resource and the official account for CustomerService Support'
google,neutral,'For all the bookworms out there Googles Infinite Bookcase An Abstract Browser For Limitless Libraries technews'
twitter,neutral,'My Cute Friend Finally Got A Twitter'
microsoft,neutral,'Watch new technology under development of Microsoft'
apple,negative,'took my Siri and made it exclusive to iPhone S SoRude'
microsoft,neutral,'Google sets alternative to Microsoft'
twitter,irrelevant,'me encanta la pareja de en el bailando pasame su twitter'
microsoft,negative,'RT When u dine with a customer u shoukd never explain abt solutions unless he ask M never lean the concept microsoft fail'
apple,irrelevant,'Un abrazo a tod desde el Store en NewYork Es un honor sumarse a la gente que honra la memora y el genio de SteveJobs'
twitter,irrelevant,'tiene seguidores a la masividad de twitter es sorprendente'
google,positive,'Android Ice Cream Sandwich is Here with a Google Nexus in new Avtar android google nexus BigMAMA'
google,neutral,'is google the next innovators'
twitter,irrelevant,'twitter detik Ketua Dewan Adat Papua Jadi Tersangka Kasus Makar'
microsoft,irrelevant,'Job ICT Windows Client Engineering im IT Forschungsumfeld GSI Consultants Zrich Microsoft IT'
apple,positive,'RT got a new backside for my eye phone V impressed with'
microsoft,neutral,'RT engaged w gt customers SharePoint ECM Summit at the Microsoft'
twitter,irrelevant,'si es ese dia voi a kumplir años kon el twitter D'
apple,neutral,'RT I just paid someone to wait in line at the store this morning for me on putapriceonconvenience iphone htt'
google,neutral,'RT Google Launches Android Ice Cream Sandwich OS'
apple,negative,'I made a reservation and yet I still have to wait in line Humpt Oh Apple Store w others'
apple,positive,'Laundering Aris iPhone not my finest moment But after drying in bag of organic rice for days it booted up'
microsoft,irrelevant,'No pierdan la oportunidad de registrarse al evento gratuito de Lanzamiento de Microsoft Dynamics AX regístrese'
google,neutral,'Android Google Samsung Galaxy Nexus official handson Video DhilipSiva'
microsoft,neutral,'I think theyre referring to the obvious partnership between Microsoft and Nokia aka Bing and Navteq'
microsoft,neutral,'RT Im at microsoft and been served cake for lunch ok not just cake but its definitely involved You live a good life'
google,irrelevant,'Hoy Foursquare y Google me patearon las pelotas'
apple,negative,'anyone else stuck in duped calendarmailbattery sucking hell iCloud and OSX Lion are a disappointment'
apple,negative,'why isnt my iTunes updating I just wanna update my iPhone to IOS Then iTunes says that it needs to update to do it Then fails'
twitter,neutral,'Boa noite Twitter'
apple,negative,'If you want to know what customers think dont send updates with the noreply return address Who invented that anyway useless'
google,irrelevant,'Que es Android Beam Una nueva forma que presenta Google para compartir contenido solo juntar los teléfonos y pasar la información'
